,Paper Title,Author,Affiliation,Conference,Year,Link to Paper,Link for Code,Available,ReadMe,RepoGoal,TrainedModel,Out-of-box,Runs,Output,Data_Available,Train/test,Reason,Model Used,Hyperparameters,Training Described
352,ABY3 : A Mixed Protocol Framework for Machine Learning,Payman Mohassel and Peter Rindal,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243760?casa_token=pOWuKKVHyMYAAAAA:fGWL8KT5eaEmP_EmFHHA31-tqeEoQFvgBOr386UmNjUehvOcmV_N5wbmsJF7Eu3BUzXT43fwRlqt,https://github.com/ladnir/aby3,3,2,2,0,0,0,0,0.0,-1.0,0.0,Linear Regression; Logistic Regression; Neural Networks; Inference,1.0,1.0
353,Large-Scale and Language-Oblivious Code Authorship Identification,Mohammed Abuhamad; Tamer AbuHmed; Aziz Mohaisen; DaeHun Nyang,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243738?casa_token=M49Rvzqd0MAAAAAA:YWlTMSDz2nX9SgEL0voBiE5UUqPm6neK76q2pwqTjjISqN0YR-qilHkC1LqYkMfp0saLfJbRd46e,,0,-1,-1,-1,-1,-1,-1,3.0,1.0,-1.0,Recurrent Neural Networks,2.0,2.0
354,Fraud De-Anonymization For Fun and Profit,Nestor Hernandez FIU; Mizanur Rahman FIU; Ruben Recabarren; Bogdan Carbunar,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243770,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Clustering,2.0,1.0
355,Yet Another Text Captcha Solver: A Generative Adversarial Network Based Approach,Guixin Ye; Zhanyong Tang; Dingyi Fang; Zhanxing Zhu; Yansong Feng; Pengfei Xu; Xiaojiang Chen; Zheng Wang,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243754,https://github.com/yeguixin/captcha_solver,3,0,1,0,0,3,0,0.0,-1.0,0.0,Deep neural network,2.0,2.0
356,Model-Reuse Attacks on Deep Learning Systems,Yujie Ji Lehigh; Xinyang Zhang; Shouling Ji;; Xiapu Luo; Ting Wang,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243757,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Deep neural network,2.0,1.0
357,LEMNA: Explaining Deep Learning based Security Applications,Wenbo Guo; Dongliang Mu; Jun Xu; Purui Su; Gang Wang; Xinyu Xing,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243792,https://github.com/Henrygwb/Explaining-DL,3,2,2,0,0,3,0,1.0,1.0,-1.0,Deep Learning; Recurrent Neural Networks,2.0,2.0
358,Effective Program Debloating via Reinforcement Learning,Kihong Heo; Woosuk Lee; Pardis Pashakhanloo; Mayur Naik,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243838,https://github.com/KihongHeo/chisel-libtooling,3,0,1,1,1,2,0,0.0,-1.0,0.0,No algorithm,0.0,0.0
359,Tiresias: Predicting Security Events Through Deep Learning,Yun Shenq; Enrico Mariconti; Pierre-Antoine Vervierq; and Gianluca Stringhini,1.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243811,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Recurrent Neural Networks,2.0,2.0
360,DeepMem: Learning Graph Neural Network Models for Fast and Robust Memory Forensic Analysis,Wei Song; Heng Yin; Chang Liu; Dawn Song,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243813,https://github.com/bitsecurerlab/DeepMem,3,2,2,0,0,3,1,0.0,-1.0,0.0,Neural Networks,2.0,2.0
361,Property Inference Attacks on Fully Connected Neural Networks using Permutation Invariant Representations,Karan Ganju; Qi Wang; Wei Yang; Carl A. Gunter; Nikita Borisov,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243834,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Neural Networks,2.0,2.0
362,Machine Learning with Membership Privacy using Adversarial Regularization,Milad Nasr; Reza Shokri; Amir Houmansadr,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243855,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Neural Networks,2.0,2.0
363,Scission: Signal Characteristic-Based Sender Identification and Intrusion Detection in Automotive Network,Marcel Kneib and Christopher Huth,3.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243751,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Logistic Regression,0.0,0.0
364,Pinto: Enabling Video Privacy for Commodity IoT Cameras,Hyunwoo Yu; Jaemin Lim; Kiyeon Kim; Suk-Bok Lee,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243830,https://github.com/inclincs/pinto,1,0,1,0,0,0,0,0.0,-1.0,0.0,Deep Learning,0.0,2.0
365,Invetter: Locating Insecure Input Validations in Android Services,Lei Zhang; Zhemin Yang; Yuyu He; Zhenyu Zhang; Zhiyun Qian; Geng Hong; Yuan Zhang; Min Yang,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243843,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Not Specified,0.0,0.0
366,Secure Outsourced Matrix Computation and Application to Neural Networks,Xiaoqian Jiang; Miran Kim; Kristin Lauter; Yongsoo Song,1.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243837,https://github.com/K-miran/HEMat,1,2,2,0,0,0,0,4.0,1.0,-1.0,Convolutional Neural Network,2.0,1.0
367,Debin: Predicting Debug Information in Stripped Binaries,Jingxuan He; Persho Ivanov; Petar Tsankov; Veselin Raychev; Martin Vechev,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243866?casa_token=7933dGMjJfAAAAAA:jNLbW-cPbmfxwU5fo-vUJq1Lvq4K-jWp8CQWwS3by28MVwvRsZoSDir27wfpVmryVk4cDGzPUP_e,https://debin.ai/,4,2,2,1,1,3,0,0.0,-1.0,0.0,Decision Tree,2.0,2.0
368,Reinforcing System-Assigned Passphrases Through Implicit Learning,Zeinab Joudaki; Julie Thorpe; Miguel Vargas Martin,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243764,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Contextual Cueing and Semantic Priming,2.0,2.0
369,Predicting Impending Exposure to Malicious Content from User Behavior,Mahmood Sharif; Jumpei Urakawa; Nicolas Chritin; Ayumu Kubota; Akira Yamada,2.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243779,https://github.com/mahmoods01/exposure-prediction,1,1,1,0,0,3,0,0.0,-1.0,0.0,Random Decision Forests,2.0,2.0
370,Rendered Insecure: GPU Side Channel A!acks are Practical,Hoda Naghibijouybari; Ajaya Neupane; Zhiyun Qian; Nael Abu-Ghazaleh,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243831,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Neural Networks,0.0,1.0
371,DeepCorr: Strong Flow Correlation Attacks on Tor Using Deep Learning,Milad Nasr; Alireza Bahramali; Amir Houmansadr,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243824,https://github.com/SPIN-UMass/DeepCorr,3,1,0,0,0,0,1,1.0,1.0,-1.0,Deep Learnning; Neural Networks,2.0,2.0
372,Privacy-Preserving Dynamic Learning of Tor Network Traffic,Rob Jansen; Matthew Traudt; Nicholas Hopper,,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243815,https://tmodel-ccs2018.github.io/,1,2,0,0,0,1,1,1.0,1.0,-1.0,Hidden Markov Modeling,2.0,2.0
373,Deep Fingerprinting: Undermining Website Fingerprinting Defenses with Deep Learning,Payap Sirinam; Mohsen Imani; Marc Juarez; Matthew Wright,0.0,CCS,2018,https://dl.acm.org/doi/pdf/10.1145/3243734.3243768,https://github.com/deep-fingerprinting/df,1,2,0,0,0,0,1,1.0,1.0,-1.0,Convolutional Neural Network,2.0,2.0
374,Surveylance: Automatically Detecting Online Survey Scams,Amin Kharraz; William Robertson; Engin Kirda,0.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418597,,0,-1,-1,-1,-1,-1,-1,6.0,0.0,-1.0,Support Vector Machines & Random Forests,2.0,2.0
375,A Machine Learning Approach To Prevent Malicious Calls Over Telephony Networks,Huichen Li; Xiaojun Xu; Chang Liu; Teng Ren; Kun Wu; Xuezhi Cao; Weinan Zhang; Yong Yu; Dawn Song,1.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418596,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Neural Networks; Random Forests; Support Vector Machines; Logistic Regression,1.0,2.0
376,Manipulating Machine Learning: Poisoning Attacks and Countermeasures for Regression Learning,Matthew Jagielski; Alina Oprea; Battista Biggio; Chang Liu; Cristina Nita-Rotaru; Bo Li,0.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418594,https://github.com/jagielski/manip-ml,1,0,1,0,0,3,0,1.0,1.0,-1.0,Linear Regression,2.0,2.0
377,Stealing Hyperparameters in Machine Learning,Binghui Wang; Neil Zhenqiang Gong,0.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418595,,0,-1,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,SVM,-1.0,-1.0
378,AI2 : Safety and Robustness Certification of Neural Networks with Abstract Interpretation,Timon Gehr; Matthew Mirman; Dana Drachsler-Cohen; Petar Tsankov; Swarat Chaudhuri; Martin Vechev,0.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418593,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Neural Networks,2.0,2.0
379,The Spyware Used in Intimate Partner Violence,Rahul Chatterjee; Periwinkle Doerfler; Hadas Orgad; Sam Havron; Jackeline Palmer; Diana Freed; Karen Levy; Nicola Dell; Damon McCoy; Thomas Ristenpart,0.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418618,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Bag of Words,2.0,2.0
380,Learning from Mutants: Using Code Mutation to Learn and Monitor Invariants of a Cyber-Physical System,Yuqi Chen; Christopher M. Poskitt; Jun Sun,0.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418629,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Support Vector Machine,1.0,2.0
381,Do You Feel What I Hear? Enabling Autonomous IoT Device Pairing using Different Sensor Types,Jun Han; Albert Jin Chung; Manal Kumar Sinha; Madhumitha Harishankar; Shijia Pan; Hae Young Noh; Pei Zhang; and Patrick Tague,0.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418641,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,-1.0,K-Means Clustering,2.0,-1.0
382,FP-STALKER: Tracking Browser Fingerprint Evolutions,Antoine Vastel; Pierre Laperdrix; Walter Rudametkin; Romain Rouvoy,1.0,S&P,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8418634,https://github.com/Spirals-Team/FPStalker,1,2,0,0,0,3,0,1.0,1.0,-1.0,Random Forest,2.0,2.0
383,ADGRAPH: A Graph-Based Approach to Ad and Tracker Blocking,Umar Iqbal; Peter Snyder; Shitong Zhu; Benjamin Livshits; Zhiyun Qian; Zubair Shafiq,1.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152669.pdf?arnumber=9152669,https://uiowa-irl.github.io/AdGraph/,1,2,2,0,1,3,0,0.0,-1.0,0.0,Random Forest,2.0,0.0
384,Automatically Detecting Bystanders in Photos to Reduce Privacy Risks,Rakibul Hasan; David Crandall; Mario Fritz; Apu Kapadia,0.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152778.pdf?arnumber=9152778,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"Logistic Regression, Deep Learning",1.0,1.0
385,CRYPTFLOW: Secure TensorFlow Inference,Nishant Kumar; Mayank Rathee; Nishanth Chandran; Divya Gupta; Aseem Rastogi; Rahul Sharma,3.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152660.pdf?arnumber=9152660,https://github.com/mpc-msri/EzPC,1,2,2,0,0,3,0,4.0,0.0,-1.0,,-1.0,-1.0
386,Enabling Rack-scale Confidential Computing using Heterogeneous Trusted Execution Environment,Jianping Zhu; Rui Hou; XiaoFeng Wang; Wenhao Wang; Jiangfeng Cao; Boyan Zhao; Zhongpu Wang; Yuhui Zhang; Jiameng Ying; Lixin Zhang; Dan Meng,0.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152787.pdf?arnumber=9152787,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Classical Neural Networks,0.0,1.0
387,High Precision Open-World Website Fingerprinting,Tao Wang,0.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152806.pdf?arnumber=9152806,https://github.com/literaltao/openwf,1,2,1,0,0,0,0,1.0,0.0,-1.0,"Scoring, SVM, knn, random forest, Neural Networks",1.0,2.0
388,HopSkipJumpAttack: A Query-Efficient Decision-Based Attack,Jianbo Chen; Michael I. Jordan; Martin J. Wainwright,1.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152788.pdf?arnumber=9152788,https://github.com/Jianbo-Lab/HSJA/,1,2,2,0,0,0,0,4.0,1.0,-1.0,Random Forest,2.0,2.0
389,Intriguing Properties of Adversarial ML Attacks in the Problem Space,Fabio Pierazzi; Feargus Pendlebury; Jacopo Cortellazzi; Lorenzo Cavallaro,0.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152781.pdf?arnumber=9152781,https://s2lab.cs.ucl.ac.uk/projects/intriguing/,2,2,2,0,0,0,0,4.0,0.0,-1.0,Sec-SVM,2.0,2.0
390,Neutaint: Efficient Dynamic Taint Analysis with Neural Networks,Dongdong She; Yizheng Chen; Abhishek Shah; Baishakhi Ray; Suman Jana,0.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152790.pdf?arnumber=9152790,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Neural Networks,0.0,2.0
391,Privacy Risks of General-Purpose Language Models,Xudong Pan; Mi Zhang; Shouling Ji; Min Yang,1.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152761.pdf?arnumber=9152761,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,,-1.0,-1.0
392,TextExerciser: Feedback-driven Text Input Exercising for Android Applications,Yuyu He; Lei Zhang; Zhemin Yang; Yinzhi Cao; Keke Lian; Shuai Li; Wei Yang; Zhibo Zhang; Min Yang; Yuan Zhang; Haixin Duan,0.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152712.pdf?arnumber=9152712,https://textexerciser.github.io/TextExerciser/,7,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,Does not specify,0.0,1.0
393,The Value of Collaboration in Convex Machine Learning with Differential Privacy,Nan Wu; Farhad Farokhi; David Smith; Mohamed Ali Kaafar,1.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152691.pdf?arnumber=9152691,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Support Vector Machine,2.0,2.0
394,Throwing Darts in the Dark? Detecting Bots with Limited Data using Neural Data Augmentation,Steve T.K. Jan; Qingying Hao; Tianrui Hu; Jiameng Pu; Sonal Oswal; Gang Wang; Bimal Viswanath,1.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152805.pdf?arnumber=9152805,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Deep Neural Networks,2.0,2.0
395,WaveSpy: Remote and Through-wall Screen Attack via mmWave Sensing,Zhengxiong Li; Fenglong Ma; Aditya Singh Rathore; Zhuolin Yang; Baicheng Chen; Lu Su; Wenyao Xu,0.0,S&P,2020,https://xplorestaging.ieee.org/ielx7/9144328/9152199/09152804.pdf?arnumber=9152804,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Deep Neural Networks,0.0,2.0
396,You Are What You Broadcast: Identification of Mobile and IoT Devices from (Public) WiFi,Lingjing Yu; Bo Luo; Zhaoyu Zhou; Qingyun Liu,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-yu.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Neural Networks,1.0,1.0
397,Who’s Calling? Characterizing Robocalls through Audio and Metadata Analysis,Sathvik Prasad; Elijah Bouma-Sims; Athishay Kiran Mylappan; Bradley Reaves,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-prasad.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Clustering,2.0,0.0
398,Towards Robust LiDAR-based Perception in Autonomous Driving: General Black-box Adversarial Sensor Attack and Countermeasures,Jiachen Sun; Yulong Cao; Z. Morley Mao,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-sun.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,,-1.0,-1.0
399,SAVIOR: Securing Autonomous Vehicles with Robust Physical Invariants,Raul Quinonez; Luis Salazar; Erick Bauman; Alvaro Cardenas; Zhiqiang Lin,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-quinonez.pdf,https://github.com/Cyphysecurity/SAVIOR,1,2,1,0,0,0,0,0.0,-1.0,0.0,System Identifcation Algorith,1.0,0.0
400,Visor: Privacy-Preserving Video Analytics as a Cloud Service,Rishabh Poddar; Ganesh Ananthanarayanan; Srinath Setty; Stavros Volos; Raluca Ada Popa,2.0,Usenix,2020,https://www.usenix.org/system/files/sec20-poddar.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,,-1.0,-1.0
401,BScout: Direct Whole Patch Presence Test for Java Executables,"Jiarun Dai, Yuan Zhang, Zheyue Jiang; Yingtian Zhou; Junyan Chen; Xinyu Xing; Xiaohan Zhang; Xin Tan; Min Yang; Zhemin Yang,",0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-dai.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Model not specified,1.0,1.0
402,TEXTSHIELD: Robust Text Classification Based on Multimodal Embedding and Neural Machine Translation,Jinfeng Li; Tianyu Du; Shouling Ji; Rong Zhang; Quan Lu; Min Yang; Ting Wang,1.0,Usenix,2020,https://www.usenix.org/system/files/sec20-li-jinfeng.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Neural Networks,2.0,2.0
403,Updates-Leak: Data Set Inference and Reconstruction Attacks in Online Learning,Ahmed Salem; Apratim Bhattacharya; Michael Backes; Mario Fritz; Yang Zhang,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-salem.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Convolutional Neural Network,2.0,2.0
404,Exploring Connections Between Active Learning and Model Extraction,Varun Chandrasekaran; Kamalika Chaudhuri; Somesh Jha; Songbai Yan,1.0,Usenix,2020,https://www.usenix.org/system/files/sec20-chandrasekaran.pdf,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,0.0,"SVM, Decision Tree, Random Forest",2.0,2.0
405,High Accuracy and High Fidelity Extraction of Neural Networks,Matthew Jagielski; Nicholas Carlini; David Berthelot; Alex Kurakin; Nicolas Papernot,2.0,Usenix,2020,https://www.usenix.org/system/files/sec20-jagielski.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Neural Networks (attacking them),-1.0,-1.0
406,Adversarial Preprocessing: Understanding and Preventing Image-Scaling Attacks in Machine Learning,Erwin Quiring; David Klein; Daniel Arp; Martin Johns; Konrad Rieck,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-quiring.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,"nearest-neighbor, bilinear, bicubic, and area scaling",0.0,0.0
407,DeepHammer: Depleting the Intelligence of Deep Neural Networks through Targeted Chain of Bit Flips,Fan Yao; Adnan Siraj Rakin; Deliang Fan,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-yao.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Deep Neural Networks,2.0,2.0
408,Fawkes: Protecting Privacy against Unauthorized Deep Learning Models,Shawn Shan; Emily Wenger; Jiayun Zhang; Huiying Li; Haitao Zheng; Ben Y. Zhao,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-shan.pdf,https://github.com/Shawn-Shan/fawkes,3,2,2,0,1,3,0,4.0,0.0,-1.0,Neural Networks,2.0,2.0
409,Stolen Memories: Leveraging Model Memorization for Calibrated White-Box Membership Inference,Klas Leino; Matt Fredrikson,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-leino.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Convolutional Neural Network,2.0,2.0
410,Local Model Poisoning Attacks to Byzantine-Robust Federated Learning,Minghong Fang; Xiaoyu Cao; Jinyuan Jia; Neil Zhenqiang Gong,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20summer_fang_prepub.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Deep Neural Networks,2.0,2.0
411,Justinian’s GAAvernor: Robust Distributed Learning with Gradient Aggregation Agent,Xudong Pan; Mi Zhang; Duocai Wu; Qifan Xiao; Shouling Ji; Min Yang,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-pan.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Gradient Aggregation Agent,2.0,2.0
412,Interpretable Deep Learning under Fire,Xinyang Zhang; Ningfei Wang; Hua Shen; Shouling Ji; Xiapu Luo; Ting Wang,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-zhang-xinyang.pdf,,0,-1,-1,-1,-1,-1,-1,3.0,1.0,-1.0,Deep Neural Networks,2.0,2.0
413,Cache Telepathy: Leveraging Shared Resource Attacks to Learn DNN Architectures,Mengjia Yan; Christopher W. Fletcher; Josep Torrellas,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-yan.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,,-1.0,-1.0
414,SANNS: Scaling Up Secure Approximate k-Nearest Neighbors Search,"Hao Chen; Yihe Dong, Microsoft; Oxana Poburinnaya; M. Sadegh Riazi",2.0,Usenix,2020,https://www.usenix.org/system/files/sec20-chen-hao.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,K-Nearest Neighbors,2.0,0.0
415,"That Was Then, This Is Now: A Security Evaluation of Password Generation, Storage, and Autofill in Browser-Based Password Managers",Sean Oesch; Scott Ruoti,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-oesch_0.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Recurrent Neural Network,2.0,1.0
416,Liveness is Not Enough: Enhancing Fingerprint Authentication with Behavioral Biometrics to Defeat Puppet Attacks,Cong Wu; Kun He; Jing Chen; Ziming Zhao; Ruiying Du,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-wu.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Convolutional Neural Network,2.0,2.0
417,Human Distinguishable Visual Key Fingerprints,Mozhgan Azimpourkivi; Umut Topkara,2.0,Usenix,2020,https://www.usenix.org/system/files/sec20-azimpourkivi.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Neural Networks,2.0,2.0
418,FuzzGuard: Filtering out Unreachable Inputs in Directed Grey-box Fuzzing through Deep Learning,Peiyuan Zong; Tao Lv; Dawei Wang; Zizhuang Deng; Ruigang Liang; Kai Chen,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-zong.pdf,https://github.com/zongpy/FuzzGuard,1,1,1,0,0,0,0,0.0,-1.0,1.0,Convolutional Neural Network,2.0,2.0
419,On Training Robust PDF Malware Classifiers,Yizheng Chen; Shiqi Wang; Dongdong She; Suman Jana,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-chen-yizheng.pdf,https://github.com/surrealyz/pdfclassifier,1,2,0,1,0,0,0,1.0,1.0,-1.0,Neural Network,2.0,2.0
420,DELPHI: A Cryptographic Inference Service for Neural Networks,Pratyush Mishra; Ryan Lehmkuhl; Akshayaram Srinivasan; Wenting Zheng; Raluca Ada Popa,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-mishra_0.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Neural Networks,2.0,2.0
421,Montage: A Neural Network Language Model-Guided JavaScript Engine Fuzzer,Suyoung Lee; HyungSeok Han; Sang Kil Cha; Sooel Son,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-lee-suyoung.pdf,https://github.com/WSP-LAB/Montage,1,2,0,0,0,0,0,7.0,0.0,-1.0,Neural Networks,2.0,2.0
422,Devil’s Whisper: A General Approach for Physical Adversarial Attacks against Commercial Black-box Speech Recognition Devices,Yuxuan Chen; Xuejing Yuan; Jiangshan Zhang; Yue Zhao; Shengzhi Zhang; Kai Chen; XiaoFeng Wang,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-chen-yuxuan.pdf,https://github.com/RiskySignal/Devil-Whisper-Attack,1,2,0,1,0,0,0,8.0,0.0,0.0,Does not specify,0.0,2.0
423,Void: A fast and light voice liveness detection system,Muhammad Ejaz Ahmed; Il-Youp Kwak; Jun Ho Huh; Iljoo Kim; Taekkyung Oh; Hyoungshick Kim,1.0,Usenix,2020,https://www.usenix.org/system/files/sec20-ahmed-muhammad_0.pdf,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,0.0,Light Convolutional Neural Network,2.0,2.0
424,Prεεch: A System for Privacy-Preserving Speech Transcription,Shimaa Ahmed; Amrita Roy Chowdhury; Kassem Fawaz; Parmesh Ramanathan,0.0,Usenix,2020,https://www.usenix.org/system/files/sec20-ahmed-shimaa.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,NLP,2.0,2.0
425,Automatic Inference of Search Patterns for Taint-Style Vulnerabilities,"Fabian Yamaguchi, Alwin Maier, Hugo Gascon, Konrad Rieck",0.0,S&P,2015,https://doi.org/10.1109/SP.2015.54,https://github.com/fabsx00/querygen,1,0,0,0,0,0,0,0.0,-1.0,0.0,Clustering,2.0,0.0
426,GraphSC: Parallel Secure Computation Made Easy,"Kartik Nayak, Xiao Shaun Wang, Stratis Ioannidis, Udi Weinsberg, Nina Taft, Elaine Shi",0.0,S&P,2015,https://doi.org/10.1109/SP.2015.30,https://github.com/kartik1507/GraphSC,3,1,0,0,0,0,0,4.0,1.0,-1.0,Graph Based Algorithm,0.0,0.0
427,Integro: Leveraging Victim Prediction for Robust Fake Account Detection in OSNs,"Yazan Boshmaf, Dionysios Logothetis, Georgos Siganos, Jorge Lería, José Lorenzo, Matei Ripeanu, Konstantin Beznosov",0.0,NDSS,2015,https://www.ndss-symposium.org/ndss2015/integro-leveraging-victim-prediction-robust-fake-account-detection-osns,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Random Forests,1.0,0.0
